,Date,Mask,Bit Day 1,Bit Day 2,Bit Day 3,Bit Price,Gold Day 1,Gold Day 2,Gold Day 3,Gold Price,Gold Gain,Bit Gain,Gold 20 Days BIAS,Bit 5 Days BIAS,Gold Bull Market,Bit Bull Market,Gold Risk,Bit Risk,Org Bit Price,Org Gold Price,Bit ARIMA,Gold ARIMA
166,166,1,261.372,254.5553,256.4048,-0.7719418376312673,1212.9443,1212.357,1214.2667,0.029346797096875932,-0.20439560439560334,0.06496935967835318,-0.23954126244639468,0.06547826854735173,-0.12740700593342602,-0.11341022681991364,0.1497301455147042,0.11672811396345995,276.300995,1212.5,260.4610390895495,1213.9557706898474
167,167,1,275.67215,261.16135,254.77625,-0.738405963700846,1208.5258,1208.7144,1208.2539,0.03124013884506116,-0.16483516483516478,-0.011300962919498558,-0.22998065351087654,0.0512974967487852,-0.08572042261341106,0.032132559983610864,0.10944741378557277,-0.0009912021031421858,285.79599,1212.8,273.7455178701828,1212.809279253118
168,168,1,285.19022,275.08704,261.1969,-0.7439546049977304,1203.69,1202.0317,1202.1674,-0.05269801199116486,-0.4637362637362617,-0.17531309743943607,-0.36691887965929737,-0.07406102612394755,-0.09441436923907265,0.06660391465343429,0.1486807498007694,-0.003587474277133018,284.225006,1199.5,284.7184424220688,1213.0081641503311
169,169,1,284.11356,285.09793,275.11893,-0.7529893896412454,1194.0856,1195.6139,1194.6726,-0.03692016408961862,-0.11648351648351543,-0.18994215982381382,-0.32168812317916856,-0.2086862943192801,-0.08801772615842074,0.0975550350765173,0.1325003576841266,-0.0013448032010535682,281.666992,1202.0,284.0061969524714,1202.4088646965115
170,170,1,282.4937,285.02264,286.01813,-0.7673255506318346,1188.4598,1186.1909,1186.6862,-0.2022720100978228,-0.7472527472527473,-0.2121885672698422,-0.5861978900977399,-0.32726267751799215,-0.1632528239782669,0.0987443257829741,0.26169479973299214,0.02224489366260829,277.608002,1175.8,282.7428479452789,1202.5441587477294
171,171,0,279.08755,284.18768,286.77417,-0.7664566831854979,1188.4598,1186.1909,1186.6862,-0.2022720100978228,-0.17142857142857038,-0.1483830126947569,-0.5549225169437569,-0.3282490383757802,-0.2045376454082748,0.0694931174604414,0.2922801187813848,0.04669925640918304,277.854004,1175.8,279.51488659353487,1202.5441587477294
172,172,0,279.78595,281.0837,286.32578,-0.7664425624383069,1188.4598,1186.1909,1186.6862,-0.2022720100978228,-0.17142857142857038,-0.15196982526708827,-0.5252770594367625,-0.3025774391888959,-0.2351528160007499,0.02050071594346281,0.31348660535841244,0.08199451098611865,277.858002,1175.8,277.8958173299188,1202.5441587477294
173,173,1,279.68994,281.73584,283.07278,-0.7140178333275617,1169.5763,1173.0409,1172.7292,-0.24834332597033804,-0.3318681318681298,0.06796320189732816,-0.5855544345047792,-0.08888622758942533,-0.28212038065785294,0.10099201412372938,0.37018354781453766,-0.029023401099411705,292.700989,1168.5,277.3726369375667,1176.3099551942964
174,174,1,295.46805,281.39502,283.51245,-0.6880826440640664,1159.2073,1159.5479,1159.443,-0.28936573051435843,-0.3142857142857133,-0.04319606277645138,-0.6352591275144948,-0.03243433512823968,-0.3294890578524976,0.19021450995920508,0.4248314224602854,-0.11469091418997834,300.044006,1162.0,291.9345772891298,1165.9201917906346
175,175,1,302.83524,297.70956,282.82773,-0.697452967753075,1154.4323,1153.4712,1153.4321,-0.36509940044178,-0.4351648351648341,-0.19135019762973526,-0.7394600520173414,-0.14018234218838765,-0.384637736293,0.22824832937867878,0.49904095385251646,-0.12389043475467398,297.390991,1150.0,298.7970433808287,1159.9703494741068
176,176,1,299.52682,305.78235,300.11426,-0.6985230717406696,1152.8705,1154.6069,1154.6759,-0.35058378037235727,-0.12087912087912082,-0.15651960699054857,-0.6822489621968576,-0.20663375869622846,-0.42346821455014916,0.25639832652511374,0.5214573823910147,-0.1334549953134443,297.088013,1152.3,297.1687681829727,1142.1169510842894
177,177,1,299.56656,302.42017,309.56757,-0.7076709247883421,1155.6929,1155.9642,1155.9218,-0.3524771221205425,-0.17802197802197597,-0.19041663392704306,-0.6544619918962991,-0.29864350480971896,-0.47445236820821535,0.25958340634190313,0.561704174591175,-0.11702594454561199,294.497986,1152.0,297.5337621898448,1150.7761034966263
178,178,0,296.74133,302.7887,306.12408,-0.736477446847126,1155.6929,1155.9642,1155.9218,-0.3524771221205425,-0.17142857142857038,-0.2729112036455575,-0.6230896315059142,-0.4054250881898623,-0.5215704321860062,0.13660585194678843,0.5975984670473398,0.007056420920887652,286.34201,1152.0,294.479740748618,1150.7761034966263
179,179,0,287.4199,299.94037,307.2008,-0.7358170352535172,1155.6929,1155.9642,1155.9218,-0.3524771221205425,-0.17142857142857038,-0.14925776550057396,-0.5937004120283058,-0.3614862241142731,-0.5660571959801153,0.0943608263143122,0.6315410637852434,0.032971946443999034,286.528992,1152.0,287.2771798052144,1150.7761034966263
180,180,1,288.44232,289.51816,304.67847,-0.7090342091118103,1151.7289,1153.857,1153.879,-0.3600504891132852,-0.19780219780219777,-0.03963908547009917,-0.5841334675579547,-0.2325753417820831,-0.6411787085025444,0.0641875508358204,0.6980104616392111,0.03126876355166397,294.112,1150.8,287.8772163416552,1145.318819713926
181,181,1,298.036,291.06454,292.36526,-0.7152045659277102,1148.9779,1149.5485,1149.96,-0.3600504891132852,-0.17142857142857038,-0.1779220306382983,-0.5536927925497521,-0.24506916297450615,-0.7169472941537718,-0.02274952508079353,0.760301990005114,0.10593104374565887,292.36499,1150.8,295.1224287211245,1150.2012715531291
182,182,1,296.30948,303.425,294.74753,-0.7400306301893622,1154.941,1153.7633,1153.92,-0.38213947617544974,-0.2483516483516473,-0.2562078269789328,-0.5597883840454847,-0.32713228432789454,-0.7766725001132462,-0.12207959216050923,0.8162789399167978,0.20528604553529584,285.335999,1147.3,291.6093280183413,1150.5651081244146
183,183,1,289.0648,302.82132,311.95505,-0.8145266169523945,1161.5796,1166.8385,1166.3922,-0.2641211738718843,0.23956043956044165,-0.46463998901327014,-0.31492196987631343,-0.5959114044306894,-0.8006732219664439,-0.2527910915133922,0.7822664986752761,0.3693549654474584,264.243988,1166.0,283.6558253828656,1146.747719474405
184,184,1,264.60638,294.81598,312.31094,-0.8123933033490203,1181.2052,1177.9601,1180.449,-0.15620069422530847,0.2043956043956035,-0.14307695959431216,-0.09777067713947879,-0.5203446109220683,-0.806517812690505,-0.30242634656018574,0.7379931260499832,0.39484209073162857,264.847992,1183.1,263.7860013387023,1171.9116664496812
185,185,0,265.64557,265.3649,301.48938,-0.8217599644030019,1181.2052,1177.9601,1180.449,-0.15620069422530847,-0.17142857142857038,-0.19133482794726017,-0.07958324715553164,-0.46387643380999605,-0.8490864494097539,-0.3241434934229128,0.7727420953887436,0.401142752975445,262.196014,1183.1,266.6522213070044,1171.9116664496812
186,186,0,260.23093,264.11087,263.80365,-0.7950902066654527,1181.2052,1177.9601,1180.449,-0.15620069422530847,-0.17142857142857038,-0.04011355957332924,-0.06223409953853029,-0.26213203813567076,-0.8817930328708685,-0.29831459765796664,0.7986694411457131,0.33791729421727634,269.747009,1183.1,263.4552580238445,1171.9116664496812
187,187,1,266.80322,256.4346,260.46475,-0.7684240056043472,1188.7731,1187.2867,1185.3182,-0.13600504891132914,-0.10109890109889905,-0.04012848461696651,-0.009129316322477737,-0.1056717925073758,-0.9041736585255304,-0.24864846707109112,0.8069901867865046,0.2643156160658855,277.296997,1186.3,271.3804457758843,1182.456454287157
188,188,1,273.09204,261.83487,251.53348,-0.8047819486527635,1189.4435,1191.4282,1190.2413,-0.10318712527611229,-0.05714285714285508,-0.3045995760857776,0.056466469288680265,-0.29087191956020375,-0.9138778559638485,-0.332965145251368,0.8008717033475501,0.37259991401841863,267.002991,1191.5,276.4992036994024,1189.8576548871445
189,189,1,261.14438,267.54697,256.50003,-0.8676965845665243,1199.3013,1197.8693,1199.4111,-0.07731145471757728,-0.08131868131868225,-0.4160406380333132,0.10827321839750181,-0.5443102690670232,-0.9187529548027094,-0.47270285739066953,0.7934903253652668,0.5409723106563515,249.190002,1195.6,264.3842308994241,1197.4393447819464
190,190,1,243.98547,256.09143,262.2719,-0.8494575733771089,1198.404,1200.6709,1199.6346,-0.029346797096875932,-0.004395604395600328,-0.07549188597482942,0.1807205309088754,-0.4291446146560275,-0.9136846092896498,-0.5093527000056801,0.7723054371362048,0.5474871315316499,254.354004,1203.2,246.2019177050084,1198.0584096746757
191,191,1,250.84668,240.63022,251.88031,-0.8407795618791651,1197.3156,1194.577,1196.253,-0.0760492268854529,-0.334065934065935,-0.11561314521069121,0.0822654499903478,-0.34234380990905305,-0.9051141722998646,-0.5283131060830419,0.786967804501219,0.5452157775059547,256.811005,1195.8,254.75917174979745,1207.8751406854424
192,192,0,253.633,247.79459,238.46729,-0.849983841404357,1197.3156,1194.577,1196.253,-0.0760492268854529,-0.17142857142857038,-0.19065341892917426,0.07033845532235411,-0.3077508868765516,-0.9107042240299021,-0.5299714509641194,0.7948017679626753,0.5394209991403691,254.205002,1195.8,259.60888680914064,1207.8751406854424
193,193,0,251.6221,251.06493,245.7007,-0.8537488818698429,1197.3156,1194.577,1196.253,-0.0760492268854529,-0.17142857142857038,-0.16782849189199903,0.05409094809981729,-0.27738611707720845,-0.907991817414538,-0.49348809358191925,0.7960350794810531,0.5028821697042201,253.139008,1195.8,256.130135479684,1207.8751406854424
194,194,1,251.42517,249.9527,249.43764,-0.867512915958365,1190.5377,1191.3044,1189.3401,-0.14105396023982308,-0.3978021978021958,-0.20978772504681353,-0.07980827655755962,-0.34783854592736085,-0.8924387995571765,-0.498882738087594,0.8124142096821478,0.5219561323185808,249.242004,1185.5,251.7756943552251,1193.3561459938658
195,195,1,248.32745,250.44048,249.07384,-0.869321304034332,1189.3984,1191.1249,1191.6051,-0.13158725149889605,-0.13846153846153741,-0.15961770219556426,-0.08409571264995727,-0.33708643153493695,-0.8699066566320481,-0.5330889494370696,0.7928011678270088,0.548085440685393,248.729996,1187.0,246.65313568850928,1187.255391862753
196,196,1,248.45036,248.06226,250.02704,-0.8735207817549391,1199.3757,1199.6886,1201.192,-0.0684758598927111,0.04835164835164943,-0.16965154076731487,0.005759246210011365,-0.3254486708306518,-0.8412152629434608,-0.5463842605625455,0.7460493272115747,0.5566955698554545,247.541,1197.0,246.5560728232007,1182.5188759638047
197,197,1,247.66185,248.53642,248.17555,-0.849079672090043,1197.1769,1197.3486,1198.2145,-0.05900915115178318,-0.13846153846153741,-0.049465737164985965,-0.0042373290339990655,-0.2001422969549549,-0.8194982325218332,-0.49693160177281137,0.7284856632739383,0.4897276863147946,254.460999,1198.5,248.41293159478408,1194.3336711293412
198,198,1,254.58142,248.03818,248.85164,-0.8434921228013992,1195.0839,1194.9756,1195.8506,-0.05900915115178318,-0.17142857142857038,-0.12858179278512444,-0.03153304671362292,-0.1820832937340463,-0.8171795050140171,-0.37947820783537267,0.732603069831608,0.38861325056038654,256.042999,1198.5,257.1321495258168,1195.889144529752
199,199,0,256.06085,254.64781,248.53918,-0.8462647163249347,1195.0839,1194.9756,1195.8506,-0.05900915115178318,-0.17142857142857038,-0.1636638415080708,-0.058721623874270684,-0.21851396862866163,-0.7929143527867073,-0.32819844006531085,0.7166386598377221,0.35365159718233974,255.257996,1198.5,258.3535081494123,1195.889144529752
200,200,0,255.42805,256.20575,254.87617,-0.827132156403197,1195.0839,1194.9756,1195.8506,-0.05900915115178318,-0.17142857142857038,-0.07174224666029647,-0.08650117792264517,-0.1646686106228879,-0.7831614009303511,-0.2592453738173921,0.71407230684098,0.2853281332732711,260.674988,1198.5,254.93878049504332,1195.889144529752
201,201,1,260.93228,255.8281,256.5628,-0.8231657169266259,1201.174,1200.6018,1200.3026,-0.05900915115178318,-0.17142857142857038,-0.13538452985434365,-0.11416932695112983,-0.1965043172130087,-0.7583852902476516,-0.259846170022471,0.6977504931972773,0.2924243430933171,261.798004,1198.5,259.85586502859366,1195.540146057516
202,202,1,262.07565,261.22733,256.37595,-0.8443327487533543,1205.3164,1205.9233,1205.3878,0.01988008835594801,0.10329670329670437,-0.24085326222510856,-0.00770391902140416,-0.30757401419970437,-0.6992746741387825,-0.32190861827727724,0.6194026660685839,0.3668954018360855,255.804993,1211.0,260.84521334357987,1199.784915442065
203,203,1,256.34985,262.50125,261.68796,-0.8512482875613944,1209.6146,1207.8356,1208.2537,-0.0034711265383409184,-0.2527472527472527,-0.18104907183161797,-0.07401696601355257,-0.3346049383071093,-0.6749084381653543,-0.3137347881691277,0.6122850591838538,0.36572142268046326,253.847,1207.3,255.8546945543552,1212.757666868349
204,204,1,254.71039,257.15598,263.05066,-0.8785467646803103,1207.6283,1208.5317,1207.3428,-0.08236036604607122,-0.4461538461538451,-0.2665829258582738,-0.22370060599074362,-0.44059088401895774,-0.6673489744995351,-0.27585488176185,0.63957611457572,0.3562843021061326,246.117996,1194.8,254.2455521226649,1210.2705626101194
205,205,1,247.2839,255.63464,257.96658,-0.8871082040769446,1203.717,1208.9886,1209.6034,-0.002840012622277399,0.10549450549450956,-0.18795583956745943,-0.09365209691256336,-0.4252659543398618,-0.6285824837604417,-0.2897167849711846,0.5744329634057708,0.3645999620619722,243.694,1207.4,246.80033776925936,1195.9764133304934
206,206,0,245.11673,248.57692,256.48575,-0.9017905211630661,1203.717,1208.9886,1209.6034,-0.002840012622277399,-0.17142857142857038,-0.2136411578872557,-0.10764267066233629,-0.4226065501731757,-0.5995933221148211,-0.3167484026339342,0.5511356847746736,0.38645862634831896,239.537003,1207.4,244.8413823320008,1195.9764133304934
207,207,0,241.13928,246.48265,249.7307,-0.9081798449231498,1203.717,1208.9886,1209.6034,-0.002840012622277399,-0.17142857142857038,-0.17884089161677044,-0.11976786003400208,-0.39104419357116016,-0.5611682216369145,-0.3301060658333963,0.5187884825909463,0.39099095820311836,237.727997,1207.4,239.8337689860326,1195.9764133304934
208,208,1,239.45453,242.69882,247.68109,-0.9109806799410671,1208.2489,1206.648,1209.9386,-0.05648469548753532,-0.3582417582417572,-0.16378235257949209,-0.22089120612490035,-0.3435821778418207,-0.5451900798681504,-0.3414131828364826,0.5272904270390231,0.3905280424196347,236.934998,1198.9,237.90730530521927,1211.2969027974011
209,209,1,238.66719,241.04929,244.05107,-0.9532193031666619,1201.4905,1205.83,1204.8158,-0.08236036604607122,-0.2615384615384635,-0.32927694262541174,-0.26716535239673317,-0.4942838431439031,-0.5455134970044282,-0.3830506701641947,0.5381587541685868,0.4562802887775719,224.975998,1194.8,236.6925358727646,1196.7479650399105
210,210,1,227.39368,240.21095,242.40005,-0.9572563428472349,1199.1317,1202.4335,1205.3965,-0.09435153045124611,-0.21318681318680915,-0.16896989460851553,-0.28297870566935635,-0.4425050499632964,-0.5378922038229601,-0.4031017817090663,0.5348065267430164,0.4621716710520103,223.832993,1192.9,225.61173408646252,1195.0619754203394
211,211,1,226.58994,229.88245,241.52663,-0.936633256471389,1203.8547,1207.6882,1209.5686,-0.02177343010413324,0.08131868131868242,-0.0654874824941046,-0.15677569042039197,-0.2891254600806098,-0.513113884656131,-0.3831290472936548,0.4833261050000759,0.4138249945067878,229.671997,1204.4,226.96180375842985,1191.6849479802993
212,212,1,231.95906,229.12717,232.07452,-0.9393387005087831,1206.6407,1206.2323,1207.937,-0.028084569264751558,-0.19340659340659236,-0.16338205905561054,-0.17251996346856407,-0.26932810919752975,-0.49713295812057035,-0.4102372298408026,0.47231803490481594,0.43219519351502855,228.906006,1203.4,230.4934404449316,1202.4969651959766
213,213,0,231.01807,233.81093,231.29433,-0.9555504061253864,1206.6407,1206.2323,1207.937,-0.028084569264751558,-0.17142857142857038,-0.22005900075765628,-0.17686312316844394,-0.31105242304695113,-0.4564666643143942,-0.44512600074127917,0.43614451162741874,0.4697664052971364,224.315994,1203.4,227.8654623035588,1202.4969651959766
214,214,0,226.759,232.84612,235.31537,-0.9483558077286638,1206.6407,1206.2323,1207.937,-0.028084569264751558,-0.17142857142857038,-0.12183805928960895,-0.18708154446811806,-0.2754648949562668,-0.430296778652864,-0.4498913483860174,0.4145619694869107,0.4663412669685507,226.352997,1203.4,223.21928695916367,1202.4969651959766
215,215,1,228.64273,229.00879,234.33972,-0.9483628681022591,1202.119,1204.5259,1204.3252,-0.07163142947301981,-0.32307692307692404,-0.15205870857065473,-0.2710077592085198,-0.2856302730093554,-0.4244435441945773,-0.4819045732702063,0.42838808472135814,0.4949878106602048,226.350998,1196.5,225.8821451276061,1202.8720487613011
216,216,1,228.50151,230.55661,230.87405,-0.916864916794689,1195.1786,1199.2844,1200.4457,-0.0792047964657625,-0.19780219780219777,-0.019852790604104414,-0.2836990155347263,-0.12934752226767582,-0.4110306972394633,-0.454949955438255,0.41902948563366427,0.4402512929654663,235.268997,1195.3,226.6784589148874,1196.704966382057
217,217,1,236.3429,230.29506,232.06429,-0.9075405614710357,1196.3309,1196.2429,1198.1111,-0.1170716314294733,-0.3032967032967022,-0.11290086312475842,-0.346787591145858,-0.11376798835337393,-0.40784413995638213,-0.40375270215294545,0.43053173967049685,0.3945786270809597,237.908997,1189.3,236.55418733113865,1197.228791638598
218,218,1,238.2911,236.89114,231.70566,-0.9126053499615361,1194.3705,1199.4656,1199.4271,-0.13916061849163786,-0.2483516483516473,-0.17328268383172069,-0.37948598963432856,-0.19142650672623518,-0.40618146064318794,-0.37715827258857026,0.43648313184029797,0.388626405503391,236.475006,1185.8,238.00838757629552,1186.6097102959552
219,219,1,236.75859,238.38084,237.17929,-0.913205827848521,1194.4105,1200.6356,1202.834,-0.15683180814136932,-0.23296703296703092,-0.15454889355738183,-0.4026684181455845,-0.2342196943512531,-0.4013393025180019,-0.3257754920401086,0.4373545105825669,0.35489801998009973,236.304993,1183.0,235.91839031402657,1187.4889861448612
220,220,0,236.54794,236.95268,238.34453,-0.9264294166513598,1194.4105,1200.6356,1202.834,-0.15683180814136932,-0.17142857142857038,-0.20751982983612324,-0.3939494426045327,-0.33111612912602895,-0.3813730368622499,-0.31148071357336526,0.41711476846008866,0.3631296662467176,232.561005,1183.0,234.85301797286164,1187.4889861448612
221,221,0,233.16997,236.72412,237.07118,-0.9462684130433058,1194.4105,1200.6356,1202.834,-0.15683180814136932,-0.17142857142857038,-0.2352803665371354,-0.38521918267270105,-0.4087472627753508,-0.39127609024324683,-0.31180428906576196,0.4241706985113469,0.3794874228275742,226.944,1183.0,231.34909063498625,1187.4889861448612
222,222,1,228.27013,233.8054,236.85104,-0.9238016861708543,1192.553,1200.6848,1203.2137,-0.04954244241085526,0.20219780219780326,-0.057750929760186906,-0.18493292654811003,-0.2664921236589742,-0.3708611339184664,-0.2738724598554685,0.3597514634129133,0.3185578452346711,233.304993,1200.0,227.7599281389949,1183.0448509873995
223,223,1,234.09686,229.6272,234.35396,-0.9372584191763123,1202.9188,1197.7451,1200.7485,0.007257810034711376,0.026373626373627446,-0.20849818349102012,-0.08316273680741007,-0.314095871249179,-0.35808755500738254,-0.2743897066114165,0.3248248758154586,0.3288528090210552,229.494995,1209.0,235.3071336965808,1199.053934165852
224,224,1,230.53209,234.6202,230.81004,-0.9459293703006605,1202.2537,1198.0255,1196.1211,0.007257810034711376,-0.17142857142857038,-0.1884153886270518,-0.09134335541991112,-0.3264227172812696,-0.34946601684733714,-0.22615870220028,0.31881456926194307,0.2914229925206826,227.039993,1209.0,230.7320986067221,1211.6244540773896
225,225,1,228.44644,231.54248,235.0318,-0.9016986868589865,1195.2007,1190.446,1188.713,-0.17387188387503993,-0.8021978021978022,0.03357815419436172,-0.40353498849855907,-0.10621404470727211,-0.3837099555655852,-0.13984189754706355,0.42144064378263146,0.17422481796716105,239.563004,1180.3,226.8347533449889,1208.4572627383134
226,226,1,239.66782,229.79826,232.43437,-0.9038072661970836,1173.7279,1184.1149,1182.0697,-0.20100978226569932,-0.2659340659340639,-0.16087740848537854,-0.4350013740896498,-0.1666211643643245,-0.39685508856686336,-0.1302929277765692,0.44064374146921326,0.1788282270435484,238.966003,1176.0,238.36598642646237,1181.972880610772
227,227,0,238.77213,239.39854,230.97662,-0.9152472541685239,1173.7279,1184.1149,1182.0697,-0.20100978226569932,-0.17142857142857038,-0.2000352242886862,-0.4173065799383324,-0.23953022451289205,-0.40737571348862756,-0.1297110163431363,0.4462158612464593,0.193456636593357,235.727005,1176.0,237.94575244276663,1181.972880610772
228,228,0,235.88928,238.61214,239.15105,-0.8887116929766271,1173.7279,1184.1149,1182.0697,-0.20100978226569932,-0.17142857142857038,-0.04067669466070689,-0.4043723903129339,-0.14795363461189326,-0.39783446741462414,-0.07734578771187584,0.4345406867536732,0.1310648590821546,243.240005,1176.0,235.98431948450423,1181.972880610772
229,229,1,242.80225,236.20746,238.55661,-0.8908379462064059,1181.0126,1179.4691,1183.4847,-0.20100978226569932,-0.17142857142857038,-0.1609515742434317,-0.39373534441421176,-0.22042525516013187,-0.4039592537950929,-0.0725710090114221,0.437707908834124,0.14212662200134707,242.638,1176.0,244.30916632834231,1178.074257662274
230,230,1,242.12244,242.27066,236.5563,-0.9029666896924674,1190.0159,1193.3639,1192.8615,-0.0684758598927111,0.2901098901098912,-0.20292548047987635,-0.155183264407889,-0.2844675143346497,-0.3392141223450935,-0.07894638592845837,0.3240313159879644,0.1606850896215668,239.203995,1197.0,243.71612949130204,1175.42695813228
231,231,1,239.10919,241.7495,241.87898,-0.9126795598212729,1206.8813,1202.1459,1203.2317,-0.08551593562638082,-0.23076923076923073,-0.19278764088409256,-0.18034413582493933,-0.32740892254199794,-0.3210532147286502,-0.13672581192238253,0.3131824224589739,0.21748543808593257,236.453995,1194.3,239.17919459197847,1194.986943274327
232,232,1,236.83472,239.23854,241.55281,-0.9033163494851516,1199.1239,1207.8652,1206.0775,-0.13158725149889605,-0.3318681318681298,-0.11273781406313835,-0.25472729029938,-0.28963936047427274,-0.3125989793010897,-0.16813699768070312,0.3224510187236007,0.23569808155709437,239.104996,1187.0,234.46403386161543,1191.669444005597
233,233,1,239.4074,237.34943,239.45737,-0.8779922551586804,1188.4935,1196.8992,1200.5552,-0.13789839065951437,-0.19340659340659236,-0.045760428342526596,-0.25624774891955465,-0.16495632993148418,-0.28907292850702837,-0.1469022056139554,0.301297420926695,0.19225265898596078,246.274994,1186.0,238.0154266438664,1184.403945139612
234,234,0,245.91519,239.66066,237.85391,-0.8725918746433952,1188.4935,1196.8992,1200.5552,-0.13789839065951437,-0.17142857142857038,-0.12936721764853848,-0.24627069486567624,-0.15603059043020379,-0.2621040089758835,-0.1296689837416417,0.27437034741370114,0.17611600471166056,247.804001,1186.0,246.8229870504285,1184.403945139612
235,235,0,247.17111,245.43962,239.91396,-0.8857872784630965,1188.4935,1196.8992,1200.5552,-0.13789839065951437,-0.17142857142857038,-0.20740155590541456,-0.24024298851724912,-0.2451710665191743,-0.22430441488860375,-0.1142933034181296,0.23844722362437687,0.18184409049074501,244.067993,1186.0,249.93361999526863,1184.403945139612
236,236,1,243.79926,246.65355,245.1102,-0.8850737851512455,1186.6958,1188.4645,1191.89,-0.1170716314294733,-0.09890109890109884,-0.14903501626440607,-0.1988206916129798,-0.2708028425412137,-0.19695724220803745,-0.0784775483265705,0.20398982518037911,0.1574643294391047,244.270004,1189.3,244.7291361706192,1188.2835253005724
237,237,1,244.24821,243.81442,246.37032,-0.8899796922781552,1191.5708,1189.6764,1190.4263,-0.10318712527611229,-0.12307692307692103,-0.17261596271655819,-0.17477358062705767,-0.3108016368494512,-0.16850747017640422,-0.10126254246129485,0.1724946305558943,0.18464360409256275,242.880997,1191.5,243.6932968643047,1188.2439916917883
238,238,1,243.11101,244.37415,243.9848,-0.8870729022089674,1198.2617,1198.3142,1197.442,0.016724518775639297,0.24615384615384722,-0.13983118501015104,0.029384629789896144,-0.2858888473351653,-0.11621327013136518,-0.08733439591079639,0.07805556232123512,0.1679335250177374,243.703995,1210.5,242.26857315613609,1193.7520645734537
239,239,1,244.02261,243.47366,244.61082,-0.9079290798081407,1216.1315,1207.0007,1207.026,0.10823603660460712,0.14725274725274834,-0.2395488104469724,0.17123085915079816,-0.3596040319164896,-0.061682472061157845,-0.09988236407112183,-0.004190499350879895,0.19361398486954706,237.798996,1225.0,242.77424433821773,1211.968916532113
240,240,1,238.63377,244.39731,243.90192,-0.9045595615421109,1225.5151,1218.6589,1213.7114,0.07983591038182425,-0.27032967032966926,-0.1378894175652887,0.09758387818268915,-0.32181237844254684,-0.027223677347770314,-0.1606061507430635,-0.01885626306444932,0.23612287936681486,238.753006,1220.5,237.5392781520461,1225.4936242664362
241,241,0,239.72916,239.61894,244.819,-0.9082893036715723,1225.5151,1218.6589,1213.7114,0.07983591038182425,-0.17142857142857038,-0.16768036787401622,0.07564097458192554,-0.31717258299111406,0.007242582844997125,-0.18839361671729726,-0.045342232898746726,0.2581977118891772,237.697006,1220.5,239.2680525549796,1225.4936242664362
242,242,0,238.75302,240.63062,240.53148,-0.9071308655450971,1225.5151,1218.6589,1213.7114,0.07983591038182425,-0.17142857142857038,-0.14716787403772924,0.06367461095863286,-0.29253257274157335,0.04443796355765828,-0.19102425983512616,-0.0766018548193339,0.25527179062044136,238.024994,1220.5,237.4273633738781,1225.4936242664362
243,243,1,239.07034,239.74222,241.42981,-0.9100093611406116,1219.2802,1223.2233,1218.7606,0.0987693278636792,-0.10549450549450444,-0.16410824320460785,0.08948807432922284,-0.2833573486283532,0.05290168846834098,-0.23119857784957554,-0.0902349235446882,0.2866756182645229,237.210007,1223.5,238.05890546821095,1221.279926547019
244,244,1,238.2856,240.00021,240.60294,-0.9208136258683342,1222.1354,1218.85,1221.6295,0.04070684758598908,-0.3736263736263736,-0.19736750983553958,-0.01866254129361808,-0.32829979091836675,0.034310759170504634,-0.2551912143061361,-0.04853392293130665,0.31588065641998675,234.151001,1214.3,237.03029678958728,1227.7708440735878
245,245,1,235.45554,239.25516,240.7902,-0.9189346340564126,1215.2686,1221.2542,1218.901,0.016724518775639297,-0.25494505494505293,-0.14414418173148055,-0.07947359638065321,-0.3024650753877759,0.031004640053043042,-0.2508003066830764,-0.031618233630298365,0.30688609624193486,234.682999,1210.5,233.84984220962977,1215.7547023357015
246,246,1,235.9924,236.70015,240.08951,-0.9134283020218095,1211.1826,1214.7361,1218.8734,-0.017986746607762782,-0.29230769230769127,-0.12892260845387707,-0.15880891120346613,-0.2666771158336169,0.020921734183857454,-0.23168069963552207,-0.00427664905177827,0.28361823299184485,236.242004,1205.0,234.71772750480324,1212.0473754064676
247,247,1,237.36133,237.13303,237.7617,-0.896732796578114,1206.3818,1210.7599,1212.9614,-0.023666771852320245,-0.19120879120879217,-0.0819689695596463,-0.18510413293931763,-0.18674369241243283,0.0077106428750390865,-0.20930874992562853,0.013805218349756121,0.2485046971381546,240.968994,1204.1,236.46111329424065,1205.4622143511165
248,248,0,241.57863,238.27786,238.07547,-0.8965350072227638,1206.3818,1210.7599,1212.9614,-0.023666771852320245,-0.17142857142857038,-0.1511990883065989,-0.20110996938606038,-0.20062574533132815,-0.010928237352596959,-0.2293295952007679,0.03449673972495515,0.26797958105424047,241.024994,1204.1,241.28577506791373,1205.4622143511165
249,249,0,241.4558,241.96312,239.03436,-0.8931690456331776,1206.3818,1210.7599,1212.9614,-0.023666771852320245,-0.17142857142857038,-0.13790434260892595,-0.2170784495531051,-0.21279629871598948,-0.03232014096441804,-0.24057981863035605,0.05769577663622738,0.27982869671325306,241.977997,1204.1,241.0293684533368,1205.4622143511165
250,250,1,242.2997,241.82088,242.2721,-0.8965491279699547,1203.5471,1205.0347,1207.3339,-0.023666771852320245,-0.17142857142857038,-0.16621307453238396,-0.22110729379900237,-0.2554308281185836,-0.06095099886837063,-0.23708285332688117,0.08478268237233721,0.28576588567405703,241.020996,1204.1,241.0397607327972,1201.3916286895253
