,Date,Mask,Bit Day 1,Bit Day 2,Bit Day 3,Bit Price,Gold Day 1,Gold Day 2,Gold Day 3,Gold Price,Gold Gain,Bit Gain,Gold 20 Days BIAS,Bit 5 Days BIAS,Gold Bull Market,Bit Bull Market,Gold Risk,Bit Risk,Org Bit Price,Org Gold Price,Bit ARIMA,Gold ARIMA
18,18,0,,,,-0.5405989309269892,,,,-0.08109813821394773,-0.17142857142857038,-0.48826504363807777,,-0.6432257480643302,,-0.6701586981994037,,0.7251686160829429,341.800995,1195.0,361.7396792069976,1219.994243354263
19,19,1,,,,-0.5288269040752547,,,,-0.0760492268854529,-0.1538461538461538,-0.10262958741391567,-0.41716835647084266,-0.494240628565484,,-0.6357520544265272,,0.6657666717468564,345.134003,1195.8,329.65496713803225,1189.363944756083
20,20,1,,,,-0.5496194888647303,,,,0.016724518775639297,0.15164835164835372,-0.23928195303814942,-0.23726849146645412,-0.4566303047312869,,-0.6341775336979729,,0.6566663985103323,339.247009,1210.5,351.34828974804026,1198.749537693983
21,21,1,,,,-0.49622694111872856,,,,0.057746923319658805,-0.0285714285714275,0.07202450339418498,-0.16200355969183236,-0.19998226521988113,,-0.6961296026573507,,0.6548343059627781,354.364014,1217.0,340.06392629712803,1198.749537693983
22,22,1,356.9337,339.2224,348.02887,-0.3960537000713418,,,,0.11959608709372027,0.04395604395604402,0.2683324611125001,-0.05549189187401643,0.11967565849652112,,-0.5848278265313325,,0.49631157053877484,382.726013,1226.8,366.1747915984531,1198.749537693983
23,23,1,387.22702,357.4869,339.2855,-0.42310502173098397,,,,0.07036920164089633,-0.3428571428571408,-0.26554577612779845,-0.14296631887735373,-0.06964456916251993,,-0.5383995297636153,,0.4970591507257691,375.066986,1219.0,383.9318413048353,1198.749537693983
24,24,0,373.90967,387.47275,359.19073,-0.4509225970130164,,,,0.07036920164089633,-0.17142857142857038,-0.2687612411645527,-0.14251288871387463,-0.22651895262096292,,-0.5106368874531049,,0.5065564033247614,367.19101,1219.0,381.4659688346141,1198.749537693983
25,25,0,370.91678,378.59848,390.5472,-0.40768441702453706,,,,0.07036920164089633,-0.17142857142857038,0.029413266669720467,-0.1456296169262108,-0.17575406841179703,,-0.41983143652675303,,0.4207552491655415,379.433014,1219.0,355.6910575534172,1198.749537693983
26,26,1,387.58102,377.82855,385.0031,-0.34484038484673074,,,,0.13348059324708128,0.04835164835164943,0.11168619874915947,-0.03691698721094985,-0.06704777022100977,,-0.30838346748337253,,0.3058322704115586,397.226013,1229.0,361.2159627477224,1212.266084809886
27,27,1,403.48203,393.01962,384.3793,-0.2937260172790863,,,,0.1700852003786677,-0.04395604395604388,0.06246447196740773,0.018405774696237942,0.03264591636124187,,-0.1538500225638063,,0.15705834388121964,411.697998,1234.8,397.5119216222076,1227.629322118267
28,28,1,413.50543,405.30667,397.40234,-0.32717717025831483,,,,0.1871252761123383,-0.11208791208791002,-0.2924016802931291,0.03521649494799606,-0.14555700328334836,,-0.14287016183337908,,0.184889377157617,402.22699,1237.5,423.3365687079034,1237.6922204814323
29,29,1,402.2242,413.28384,407.4316,-0.3392563887025777,,,,0.18901861786052354,-0.16483516483516478,-0.2027176562873453,0.024852487255118016,-0.2594872159466954,,-0.14071917191509686,,0.20671885702652415,398.807007,1237.8,394.4304987198965,1234.124432234899
30,30,1,402.56732,406.0596,415.1715,-0.38633382254823245,1236.2987,1234.089,1235.492,0.16692963079835899,-0.2483516483516473,-0.3495822644061286,-0.026159342211615783,-0.4260564408608434,,-0.17174573095425094,,0.26696304065298304,385.477997,1234.3,397.64206395785817,1234.404422197923
31,31,0,387.72382,405.32993,408.44373,-0.3521445444185065,1236.2987,1234.089,1235.492,0.16692963079835899,-0.17142857142857038,-0.008559053065710559,-0.03782016417778111,-0.31047326326030555,,-0.12752347949014697,,0.20634647583906296,395.15799,1234.3,380.49460762156974,1234.404422197923
32,32,0,397.74323,390.07343,406.42892,-0.35644997719038396,1236.2987,1234.089,1235.492,0.16692963079835899,-0.17142857142857038,-0.17009616478327083,-0.04622651898762001,-0.2838445276395901,,-0.06949945519259804,,0.15272424615662383,393.938995,1234.3,407.722485791343,1234.404422197923
33,33,1,393.7161,397.58878,390.39456,-0.37006558449552673,1242.4886,1243.2233,1241.004,0.23130325023666742,0.05274725274725481,-0.2091648749635927,0.05212669934529246,-0.30053484827720106,,0.027868551056376867,,0.0754630650193635,390.084015,1244.5,391.3534349997858,1230.590273748647
34,34,1,389.50616,393.2066,396.86322,-0.3610167885953568,1250.3278,1250.0249,1251.0919,0.26790785736825473,-0.04395604395604388,-0.11405720570620632,0.0977166121381065,-0.2563203138273064,,0.06891145696253176,,0.0322738190953773,392.645996,1250.3,392.6045809621922,1245.4545140117557
35,35,1,391.83234,388.6367,392.1655,-0.3753918611096585,1240.9374,1240.9363,1239.7327,0.22688545282423433,-0.3142857142857133,-0.21235185347217572,0.006835724295173262,-0.3110229192940954,,0.09842016861012681,,0.019147842964919004,388.575989,1243.8,388.8476707098215,1252.3612237381965
36,36,1,387.1909,390.5067,387.45236,-0.3878525375174309,1235.937,1236.3188,1236.3335,0.15746292205743107,-0.41318681318681216,-0.20431838574403613,-0.13725586399816586,-0.32888557418443437,,0.03961780415985183,,0.07159851345343093,385.048004,1232.8,389.07574223097726,1239.7259461575184
37,37,1,383.93698,386.13535,389.31055,-0.46097456639571144,1232.7351,1232.1788,1231.0521,0.15746292205743107,-0.17142857142857038,-0.45887438685323173,-0.15842487575622016,-0.5057374985871566,,-0.16627328279994902,,0.2789406172066182,364.345001,1232.8,385.86428630937314,1231.2401449787774
